log,label
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=68.143.156.89.nw.nuvox.net  user=root,Brute Force Attack
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122  user=root,Brute Force Attack
Session: 30546174_1497092 initialized by client WindowsUpdateAgent.,Normal Activity
connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,Brute Force Attack
connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,Normal Activity
jk2_init() Found child 5022 in scoreboard slot 6,Normal Activity
jk2_init() Found child 32601 in scoreboard slot 7,Normal Activity
"Dentry cache hash table entries: 16384 (order: 4, 65536 bytes)",Normal Activity
malicious payload detected on system,Malware Activity
connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,Normal Activity
connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,Normal Activity
"Read out cached package applicability for package: Package_for_KB2993651~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112",Normal Activity
"Read out cached package applicability for package: Package_for_KB3055642~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",Normal Activity
jk2_init() Found child 5616 in scoreboard slot 6,Normal Activity
check pass; user unknown,Brute Force Attack
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122  user=sshd,Brute Force Attack
mod_jk child workerEnv in error state 6,Suspicious Activity
Kerberos authentication failed,Normal Activity
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
jk2_init() Found child 6725 in scoreboard slot 10,Normal Activity
jk2_init() Found child 32575 in scoreboard slot 6,Normal Activity
infected file detected during security scan,Malware Activity
jk2_init() Found child 32696 in scoreboard slot 6,Normal Activity
trojan activity detected on host,Malware Activity
connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Normal Activity
"Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0",Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,Brute Force Attack
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
mod_jk child init 1 -2,Suspicious Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
jk2_init() Found child 6638 in scoreboard slot 8,Normal Activity
connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:57 2005,Normal Activity
Session: 30546174_44469550 initialized by client WindowsUpdateAgent.,Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
"Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0",Normal Activity
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
check pass; user unknown,Brute Force Attack
connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,Normal Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,Brute Force Attack
jk2_init() Found child 32652 in scoreboard slot 7,Normal Activity
user admin gained administrative privileges,Privilege Escalation
connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,Normal Activity
mod_jk child workerEnv in error state 6,Suspicious Activity
administrative privilege escalation detected,Privilege Escalation
connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,Normal Activity
connection from 211.72.2.106 () at Tue Jul  5 13:52:23 2005,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Brute Force Attack
root privileges obtained by user admin,Privilege Escalation
Session: 30546354_3352763948 initialized by client WindowsUpdateAgent.,Normal Activity
connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,Suspicious Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122,Brute Force Attack
Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],Brute Force Attack
Session: 30546174_157105992 initialized by client WindowsUpdateAgent.,Normal Activity
malicious payload detected on system,Malware Activity
mod_jk child workerEnv in error state 6,Suspicious Activity
sudo access used by unauthorized account user1,Privilege Escalation
Invalid user user from 103.99.0.122,Brute Force Attack
session closed for user cyrus,Suspicious Activity
"Read out cached package applicability for package: Package_for_KB3109094~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",Normal Activity
connection from 212.65.68.82 () at Sat Jul 16 08:14:04 2005,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root,Brute Force Attack
Session: 30546174_169016674 initialized by client WindowsUpdateAgent.,Normal Activity
jk2_init() Found child 32668 in scoreboard slot 10,Normal Activity
mod_jk child workerEnv in error state 7,Suspicious Activity
Warning: Unrecognized packageExtended attribute.,Normal Activity
notify question section contains no SOA,Normal Activity
jk2_init() Found child 4995 in scoreboard slot 6,Normal Activity
Session: 30546174_172246858 initialized by client WindowsUpdateAgent.,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root,Brute Force Attack
mod_jk child workerEnv in error state 8,Suspicious Activity
"Read out cached package applicability for package: Package_for_KB3156017~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",Normal Activity
Session: 30546174_185407611 initialized by client WindowsUpdateAgent.,Normal Activity
administrative privilege escalation detected,Privilege Escalation
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
Session: 30546174_107003127 initialized by client WindowsUpdateAgent.,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Brute Force Attack
Failed password for root from 187.141.143.180 port 47004 ssh2,Brute Force Attack
ROOT LOGIN ON tty2,Normal Activity
user unknown gained administrative privileges,Privilege Escalation
jk2_init() Found child 32467 in scoreboard slot 9,Normal Activity
"Loading offline registry hive: schema.dat, into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/system32/smi/store/Machine/schema.dat' from path '\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\Windows\system32\smi\store\Machine\schema.dat'.",Normal Activity
Session: 30546174_101792829 initialized by client WindowsUpdateAgent.,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Session: 30546354_3344103452 initialized by client WindowsUpdateAgent.,Normal Activity
"Read out cached package applicability for package: Package_for_KB2732059~31bf3856ad364e35~amd64~~6.1.5.1, ApplicableState: 112, CurrentState:112",Normal Activity
Session: 30546354_3347003618 initialized by client WindowsUpdateAgent.,Normal Activity
mod_jk child workerEnv in error state 7,Suspicious Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,Brute Force Attack
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Starting TrustedInstaller finalization.,Normal Activity
session opened for user news by (uid=0),Brute Force Attack
Warning: Unrecognized packageExtended attribute.,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Brute Force Attack
Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
Session: 30546174_49409833 initialized by client WindowsUpdateAgent.,Normal Activity
Failed password for root from 183.62.140.253 port 34849 ssh2,Brute Force Attack
Failed password for root from 183.62.140.253 port 42239 ssh2,Brute Force Attack
Failed password for invalid user admin from 103.99.0.122 port 63168 ssh2,Brute Force Attack
input_userauth_request: invalid user admin [preauth],Brute Force Attack
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:20 2005,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Brute Force Attack
root privileges obtained by user admin,Privilege Escalation
Connection closed by 5.188.10.180 [preauth],Brute Force Attack
Session: 30546174_48659790 initialized by client WindowsUpdateAgent.,Normal Activity
Invalid user abc from 187.141.143.180,Brute Force Attack
"Read out cached package applicability for package: Package_for_KB2552343~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",Normal Activity
session closed for user test,Normal Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
session opened for user cyrus by (uid=0),Normal Activity
jk2_init() Found child 32660 in scoreboard slot 6,Normal Activity
jk2_init() Found child 32580 in scoreboard slot 6,Normal Activity
check pass; user unknown,Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root,Brute Force Attack
jk2_init() Found child 5785 in scoreboard slot 6,Normal Activity
jk2_init() Found child 1966 in scoreboard slot 6,Normal Activity
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Normal Activity
mod_jk child workerEnv in error state 6,Suspicious Activity
Failed password for root from 187.141.143.180 port 35685 ssh2,Brute Force Attack
error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth],Brute Force Attack
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Brute Force Attack
Session: 30546354_3209865774 initialized by client WindowsUpdateAgent.,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220.117.241.87  user=root,Brute Force Attack
sudo access used by unauthorized account guest,Privilege Escalation
connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,Normal Activity
jk2_init() Found child 5592 in scoreboard slot 8,Normal Activity
mod_jk child workerEnv in error state 6,Suspicious Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Brute Force Attack
"Read out cached package applicability for package: Package_for_KB2510531~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,Normal Activity
root privileges obtained by user admin,Privilege Escalation
pam_unix(sshd:auth): check pass; user unknown,Brute Force Attack
Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],Normal Activity
workerEnv.init() ok /etc/httpd/conf/workers2.properties,Normal Activity
authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,Brute Force Attack
Session: 30546354_3191224708 initialized by client WindowsUpdateAgent.,Normal Activity
virus scan detected malicious executable,Malware Activity
connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,Normal Activity
Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Normal Activity
jk2_init() Found child 5937 in scoreboard slot 7,Normal Activity
jk2_init() Found child 1298 in scoreboard slot 8,Normal Activity
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Brute Force Attack
Session: 30546174_101232797 initialized by client WindowsUpdateAgent.,Normal Activity
Connection closed by 185.190.58.151 [preauth],Brute Force Attack
malware activity detected in system file,Malware Activity
jk2_init() Found child 5789 in scoreboard slot 6,Normal Activity
jk2_init() Found child 1561 in scoreboard slot 6,Normal Activity
error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth],Brute Force Attack
"Read out cached package applicability for package: Package_for_KB2847927~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",Normal Activity
Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],Normal Activity
ALERT exited abnormally with [1],Brute Force Attack
connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Normal Activity
connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,Normal Activity
session closed for user test,Normal Activity
Session: 30546174_133134621 initialized by client WindowsUpdateAgent.,Normal Activity
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Brute Force Attack
jk2_init() Found child 5563 in scoreboard slot 7,Normal Activity
mod_jk child workerEnv in error state 6,Suspicious Activity
Session: 30546174_46879688 initialized by client WindowsUpdateAgent.,Normal Activity
